DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,315,63,373,13,318,23.932061833459418,47.663371456981025,246.40456670955956
20240728,194,63,950,18,839,64.8758480451253,103.43589851541817,670.6882534394565
20240728,725,63,789,13,111,13.40460949025835,10.12182548890517,87.47356502083647
20240728,127,63,9,6,361,18.06688076178038,26.25025894422762,316.682860293992
20240728,745,63,531,4,155,22.746421700659738,21.91438016875827,110.33919813058199
20240728,700,63,980,15,919,65.30886415378401,68.94365282343483,784.7474830227811
20240728,713,63,95,7,425,34.40979861852543,26.513292875186185,364.0769085062884
20240728,295,63,438,3,344,47.13783551170675,21.019734582936206,275.84242990535705
20240728,760,63,631,8,498,47.1073589812558,68.4327366589282,382.459904359816
20240728,10,63,442,15,269,29.1159873695153,17.86637830583257,222.01763432465214
20240728,448,63,85,6,806,77.91556325386371,110.9458380588185,617.1385986873178
20240728,955,63,631,2,596,65.71480079404908,65.93763264680918,464.34756655914174
20240728,470,63,757,6,128,3.1860854783278585,9.717057061679615,115.09685745999252
20240728,246,63,352,3,692,69.32964416053078,62.616171645660415,560.0541841938089
20240728,485,63,67,7,870,120.90747858600582,48.68452237967068,700.4079990343234
20240728,887,63,776,19,960,45.65869175030146,74.15299481098997,840.1883134387085
20240728,795,63,787,13,199,20.164382401515418,12.942778199793178,165.89283939869142
20240728,573,63,681,18,478,28.916395272897002,62.8146479836654,386.26895674343757
20240728,652,63,971,13,344,34.45164183245255,19.187657953480034,290.36070021406744
20240728,364,63,332,4,831,57.68747804378415,101.70479442739268,671.6077275288231
20240728,238,63,865,15,895,18.076951558148394,50.68321579296633,826.2398326488853
20240728,751,63,78,16,279,32.647833170581585,22.960750878989927,223.3914159504285
20240728,55,63,152,14,355,12.024586419471975,18.231839018567715,324.7435745619603
20240728,854,63,685,18,965,30.05022926848643,104.71916580740232,830.2306049241113
20240728,283,63,992,10,275,11.303439757785664,39.79613790574753,223.90042233646682
20240728,930,63,465,16,364,18.967671097663775,40.61155328532888,304.42077561700734
20240728,941,63,323,1,349,40.963845173540854,33.26362734327715,274.772527483182
20240728,506,63,931,3,218,26.538897635764616,12.915298884535398,178.5458034797
20240728,638,63,885,2,468,21.323933193600855,33.59359202930151,413.0824747770976
20240728,31,63,772,6,952,134.18577670932936,133.38279872072178,684.4314245699488
20240728,534,63,784,15,407,16.61532382472695,33.20561338075914,357.1790627945139
20240728,596,63,417,16,297,33.6356587986767,24.592078956216913,238.7722622451064
20240728,784,63,725,5,974,73.01491196485198,102.67371198408377,798.3113760510643
20240728,679,63,829,8,106,5.35651967382149,9.806240655680668,90.83723967049784
20240728,487,63,505,13,800,97.10279017697583,61.30780107186279,641.5894087511614
20240728,667,63,515,9,843,26.874904675572907,103.70465178602421,712.4204435384029
20240728,43,63,516,9,547,67.32488594566932,58.14756534728617,421.5275487070445
20240728,948,63,940,13,700,34.14934179562937,68.8310310723844,597.0196271319862
20240728,676,63,558,6,583,21.03529630629495,80.61766970220013,481.34703399150493
20240728,890,63,792,17,333,10.843417612257234,44.22011631510653,277.9364660726362
20240728,987,63,449,5,902,61.96772516746799,85.52256497031857,754.5097098622134
20240728,182,63,506,8,109,12.771389427716807,15.280760127152487,80.94785044513071
20240728,503,63,408,14,502,57.5998884234407,33.89879916517054,410.50131241138877
20240728,13,63,382,10,599,72.08274831092764,40.993012814968104,485.9242388741043
20240728,309,63,219,9,181,9.855880692687785,19.614436719783008,151.5296825875292
20240728,261,63,405,6,497,36.48980996152587,64.53268222978929,395.97750780868483
20240728,91,63,166,12,365,43.78358384799153,19.36850294026222,301.84791321174623
20240728,55,63,363,3,564,40.24261376666123,79.28355234888625,444.4738338844525
20240728,438,63,656,8,556,48.42391531521259,64.05770061479109,443.51838406999633
20240728,916,63,201,18,245,34.897966267923636,17.074048976946344,193.02798475513003
20240728,893,63,794,18,944,122.88161107267224,53.05957017824095,768.0588187490869
20240728,617,63,858,5,565,60.85276848068497,78.28282088887842,425.8644106304366
20240728,907,63,253,1,898,106.62136379328894,71.16067906097175,720.2179571457393
20240728,73,63,93,11,273,23.71835657882606,29.4360781382255,219.84556528294843
20240728,622,63,63,16,907,30.32986433829305,119.93623982701659,756.7338958346904
20240728,8,63,435,11,459,51.94746370164339,65.59235649009443,341.4601798082622
20240728,516,63,752,9,969,100.76773238095052,58.74575072814144,809.486516890908
20240728,113,63,942,2,118,2.407097101506495,11.73996465309126,103.85293824540224
20240728,813,63,448,18,915,89.44092398651921,68.52701803458305,757.0320579788977
20240728,507,63,281,1,276,20.126837893938713,26.04553654260591,229.82762556345537
20240728,372,63,847,10,965,131.65376758059568,114.62514666318448,718.7210857562198
20240728,633,63,678,18,675,18.100989957774804,86.52425968339655,570.3747503588287
20240728,392,63,120,16,315,43.82624439237353,24.526477279025386,246.6472783286011
20240728,372,63,356,12,462,26.793990364367517,67.3621937459974,367.8438158896351
20240728,532,63,872,4,257,32.709315252136456,18.580204852915394,205.71047989494815
20240728,584,63,503,1,807,86.80695007190022,60.32594382616761,659.8671061019322
20240728,232,63,72,19,800,77.12113794279719,50.024104326394,672.8547577308088
20240728,665,63,560,8,640,18.766585905949988,38.51306424694478,582.7203498471052
20240728,534,63,397,15,623,71.89004814872091,82.67917575929968,468.4307760919794
20240728,331,63,243,3,933,73.62103471006895,96.23765694079879,763.1413083491323
20240728,932,63,15,5,855,43.82556997186703,82.94915826074842,728.2252717673846
20240728,227,63,308,14,552,78.07378432237985,47.94282296492982,425.9833927126903
20240728,774,63,871,1,923,61.275882269708156,97.00209458414129,764.7220231461506
20240728,589,63,666,3,725,76.29080131733453,59.456784113607725,589.2524145690577
20240728,436,63,937,6,270,11.626703118009237,37.02691564153647,221.3463812404543
20240728,36,63,750,15,821,97.33640305188268,50.59711265716632,673.0664842909509
20240728,362,63,331,16,737,31.18904055944285,61.33618974521415,644.474769695343
20240728,148,63,948,18,655,24.305506107458253,45.358541221390325,585.3359526711514
20240728,112,63,774,9,256,32.0307755468415,19.493958464878204,204.47526598828028
20240728,299,63,702,5,590,26.481734628997796,82.09804303943,481.4202223315722
20240728,136,63,782,15,110,14.084539587695172,5.91487091287531,90.00058949942951
20240728,941,63,276,15,405,47.41239296833728,39.20503822073922,318.3825688109235
20240728,225,63,111,5,587,42.17386372231069,51.11640077875321,493.7097354989361
