DateID,ProductID,StoreID,CustomerID,QuantityOrderded,OrderAmount,DiscountAmount,Shipping Cost,TotalAmount
20240728,3,32,926,3,173,24.69754941183481,16.918800112232873,131.3836504759323
20240728,905,32,196,12,377,40.133281422244465,32.36798615993816,304.49873241781734
20240728,140,32,638,10,689,27.72444352388265,96.08320922566703,565.1923472504503
20240728,554,32,832,17,235,23.580879163364802,26.123283563145367,185.29583727348984
20240728,43,32,512,13,912,103.26271377505564,74.59729057154252,734.1399956534019
20240728,662,32,223,13,900,88.49835302091122,97.5303886367297,713.9712583423591
20240728,865,32,745,6,379,10.95475700412321,41.0982397181838,326.947003277693
20240728,628,32,292,9,947,74.2428871976689,128.94340383456424,743.8137089677668
20240728,12,32,512,17,849,114.51113389236737,73.03061372631794,661.4582523813147
20240728,73,32,680,13,754,26.094515783173563,110.86492877953694,617.0405554372895
20240728,813,32,339,18,940,137.56166808978602,138.8200337804659,663.618298129748
20240728,671,32,336,1,837,76.39523034273611,44.2738530943814,716.3309165628825
20240728,422,32,159,4,644,39.022665014400175,82.0014536289119,522.975881356688
20240728,195,32,650,3,188,22.876246892011782,15.850080746663401,149.27367236132483
20240728,752,32,408,16,192,20.260546292957113,27.786988684035528,143.95246502300736
20240728,319,32,123,17,478,11.874385874711889,65.83732956180218,400.28828456348595
20240728,383,32,43,16,947,43.399145726677034,110.94985701053312,792.6509972627898
20240728,700,32,202,20,634,77.10859523244417,68.3386709929706,488.55273377458525
20240728,200,32,7,16,921,24.12396526102697,67.67801049944295,829.1980242395301
20240728,832,32,920,8,328,19.863572657650778,48.32672524731625,259.809702095033
20240728,793,32,722,9,543,39.06143474924037,76.29868810493817,427.63987714582146
20240728,404,32,815,13,909,73.27493886798057,130.6588081725321,705.0662529594873
20240728,223,32,275,2,484,53.523696716719954,50.24842125129313,380.22788203198695
20240728,541,32,932,8,179,4.622779148493294,20.67722043579681,153.7000004157099
20240728,439,32,56,17,113,8.100252885992651,11.519925217388966,93.37982189661838
20240728,997,32,786,20,358,39.3108429470567,18.906889550865774,299.7822675020775
20240728,901,32,679,4,841,30.585620901501926,99.08782789460099,711.3265512038971
20240728,86,32,231,18,298,12.461935719535827,35.60445067477931,249.93361360568485
20240728,557,32,798,7,687,79.81456229359397,46.85981321947316,560.3256244869328
20240728,924,32,766,6,647,69.11193020882972,57.43144057283609,520.4566292183342
20240728,302,32,340,1,548,13.61532373720417,41.55649119308053,492.8281850697153
20240728,488,32,277,14,657,67.75161902668145,53.95360964764494,535.2947713256737
20240728,581,32,918,6,410,54.362868312326476,54.45094051639423,301.1861911712793
20240728,269,32,189,7,824,108.19868350992239,49.636104259547665,666.16521223053
20240728,787,32,353,5,253,13.11210015579633,16.29539576083877,223.5925040833649
20240728,578,32,522,15,861,126.70452040261262,110.67745542818541,623.618024169202
20240728,204,32,619,19,763,61.031980728575405,112.32867112248186,589.6393481489428
20240728,489,32,810,10,583,35.293606690178386,46.368675343635935,501.33771796618566
20240728,384,32,31,7,331,33.659481847177325,29.437029218003918,267.90348893481877
20240728,481,32,619,5,869,40.40542410166591,98.3983016179621,730.196274280372
20240728,24,32,798,18,397,23.948328492031102,34.56870887756217,338.48296263040675
20240728,557,32,136,17,564,42.5731255094281,57.817225755715825,463.6096487348561
20240728,521,32,238,10,814,40.628824197428926,108.28859349401185,665.0825823085593
20240728,684,32,877,16,890,110.83489525922138,112.04420467029705,667.1209000704816
20240728,420,32,121,17,769,29.281217360340932,106.39887586859011,633.319906771069
20240728,678,32,585,3,899,127.32637631961981,107.17567347739065,664.4979502029896
20240728,46,32,819,6,766,34.53574104556792,70.08325757646806,661.381001377964
20240728,530,32,334,18,861,122.97156031403617,52.40002721096735,685.6284124749965
20240728,908,32,957,5,608,50.737733755308895,33.21834456723386,524.0439216774572
20240728,114,32,336,13,691,38.44800449622407,84.26675042644597,568.2852450773299
20240728,149,32,274,3,173,17.673575452691082,25.32781916875667,129.99860537855224
20240728,577,32,631,3,660,94.07189095547731,84.97888073384017,480.94922831068254
20240728,797,32,163,5,566,74.85613212646142,35.4504404970336,455.693427376505
20240728,723,32,31,13,201,10.397198297565984,21.041932925020056,169.56086877741396
20240728,901,32,259,4,297,16.60988619029804,43.19364632126177,237.1964674884402
20240728,872,32,856,17,168,22.709783198142862,17.18239151197635,128.1078252898808
20240728,20,32,777,3,949,103.54449879886856,69.31662121508755,776.1388799860439
20240728,500,32,661,2,951,79.94984371303966,55.53909688325513,815.5110594037052
20240728,252,32,351,15,506,58.016040211786375,65.35461328772968,382.62934650048396
20240728,724,32,888,3,945,65.92332075584052,101.51170493602598,777.5649743081335
20240728,381,32,207,3,783,82.4903123008048,64.32505664681118,636.184631052384
20240728,784,32,982,14,975,117.6478195612265,70.6346792861319,786.7175011526416
20240728,520,32,54,12,998,64.64887101412042,112.86549443683191,820.4856345490477
20240728,637,32,402,18,372,43.22713414896519,38.22544641633461,290.5474194347002
20240728,374,32,388,13,567,53.09591789947159,52.39231394194834,461.5117681585801
20240728,687,32,111,14,186,19.16580099679209,9.792405910933224,157.0417930922747
20240728,753,32,463,14,567,64.33730977406928,60.3225976025946,442.3400926233361
20240728,890,32,653,20,215,18.838700625566805,26.33937953734832,169.82191983708486
20240728,424,32,381,1,130,17.170773610289288,7.533039997502966,105.29618639220774
20240728,985,32,391,16,906,47.05589369777942,63.084267103683835,795.8598391985367
20240728,224,32,178,2,958,90.43796510803607,76.300224969828,791.261809922136
20240728,880,32,957,5,479,16.097669009031545,28.831409354429415,434.070921636539
20240728,974,32,248,12,353,49.197882919690564,52.18674226459863,251.61537481571082
20240728,573,32,593,9,755,56.00361857687818,78.34197937684877,620.654402046273
20240728,469,32,495,19,934,118.07226053081872,131.31328801999786,684.6144514491834
20240728,864,32,732,1,121,12.388043924991402,12.708045145670333,95.90391092933827
20240728,991,32,360,4,739,52.47553925337381,105.52622297353633,580.9982377730898
20240728,786,32,981,1,462,13.700851676825417,31.417822197906265,416.8813261252683
20240728,536,32,322,15,402,32.33509134606974,31.01146178623971,338.65344686769055
20240728,306,32,243,13,701,67.60539312695602,81.32419397431049,552.0704128987335
20240728,779,32,941,12,290,18.557673722512032,41.244636165993064,230.19769011149492
20240728,655,32,886,4,229,29.057210135226782,32.78547640781043,167.15731345696278
20240728,956,32,156,15,178,15.503313302407484,9.270933862939742,153.22575283465278
20240728,989,32,697,5,642,92.09911335352308,75.96377478427986,473.93711186219707
20240728,472,32,267,2,259,37.37203048948906,24.889383611191448,196.7385858993195
20240728,46,32,456,11,811,45.00517756808114,92.15408092001618,673.8407415119027
20240728,398,32,231,19,866,120.0897594493854,128.70743712876484,617.2028034218497
20240728,611,32,592,15,669,94.06366970453558,77.36840242985764,497.56792786560675
20240728,690,32,399,12,368,47.34046293335409,28.2819086052029,292.377628461443
20240728,465,32,442,13,445,18.626414542031885,55.671020216116275,370.70256524185186
20240728,443,32,417,11,353,36.15473352002521,34.76884342229207,282.07642305768275
20240728,878,32,474,3,385,50.22098250361684,38.76695960202667,296.01205789435653
20240728,690,32,753,6,433,11.683604127599311,24.664372604522203,396.65202326787846
20240728,596,32,548,17,284,30.167526731146527,29.560549674669286,224.2719235941842
20240728,672,32,936,6,536,24.562844385696796,36.336469200108034,475.10068641419514
20240728,303,32,993,4,972,43.08175848252522,143.39831362935627,785.5199278881184
20240728,311,32,742,4,704,78.04209482075106,85.27601501575666,540.6818901634923
20240728,689,32,162,19,864,22.991032076070393,105.83015337445944,735.1788145494702
20240728,954,32,952,14,637,92.4891151846138,92.20599867697454,452.3048861384117
20240728,93,32,766,18,107,15.874251396880904,5.583222402375532,85.54252620074357
20240728,89,32,285,7,384,18.289194705763634,22.562782777211417,343.14802251702497
20240728,336,32,201,12,209,4.269998668439571,17.195424218801843,187.5345771127586
20240728,55,32,423,4,489,64.7370417306764,70.6534774094509,353.6094808598727
20240728,999,32,967,12,545,49.00116458175894,34.98468966218695,461.0141457560541
20240728,158,32,898,19,664,48.36778594872558,86.63532890598773,528.9968851452867
20240728,181,32,859,19,287,33.06712537346383,28.960867210218385,224.97200741631778
20240728,362,32,209,14,450,33.67177743191024,45.531418179019276,370.7968043890705
20240728,177,32,349,20,938,135.6557865589456,112.87628039511054,689.4679330459438
20240728,444,32,313,10,651,22.64256870124751,48.5712413485767,579.7861899501758
20240728,844,32,867,16,658,62.558861393746916,92.54406562023783,502.89707298601525
20240728,450,32,242,5,518,58.936962833328415,47.97734454580169,411.0856926208699
20240728,193,32,817,17,170,4.107979900799173,19.894401106536662,145.99761899266417
20240728,654,32,616,7,665,13.395938755290246,85.9324003774379,565.6716608672718
20240728,3,32,336,17,926,104.01715588649361,72.56300249469687,749.4198416188095
20240728,582,32,127,16,133,18.924763513690557,17.539326268455163,96.53591021785428
20240728,630,32,170,8,688,61.96805317005124,92.58863774736027,533.4433090825885
20240728,713,32,146,1,168,7.7834414175826625,11.457894091516337,148.758664490901
20240728,975,32,715,16,805,56.490267378959345,44.98851641748151,703.5212162035591
20240728,322,32,181,15,461,56.72741748148485,28.5893411058817,375.68324141263344
20240728,262,32,230,17,640,51.95058466698092,40.78381402477363,547.2656013082454
20240728,923,32,670,4,286,42.00201913319296,40.18858968194788,203.80939118485915
20240728,581,32,721,17,343,30.489993072915723,41.767018238406955,270.7429886886773
20240728,47,32,389,6,957,34.87214047205582,140.31820807835197,781.8096514495921
20240728,781,32,98,16,548,66.46867410757076,39.13597281552362,442.3953530769056
20240728,468,32,557,9,192,14.43089827740347,22.581807322142353,154.98729440045418
20240728,921,32,835,2,399,49.847821806176704,50.00519092927869,299.1469872645446
20240728,823,32,88,20,863,59.27179816130956,71.01842506006497,732.7097767786255
20240728,536,32,721,11,236,17.002746039929217,15.643933266185684,203.3533206938851
